ID;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;TotalSpent;TotalPurchases;TotalKids;AcceptedCmp_total;AvgSpentPerPurchase;DaySinceCustomer
3645;1972;PhD;Single;27213.0;1;0;2012-08-30;19;19;3;26;10;9;3;3;2;0;4;8;0;0;0;0;0;0;1;53;70;9;1;1;7.78;4794
8890;1971;PhD;Divorced;65808.0;1;1;2014-05-30;1;155;7;80;13;7;10;3;5;1;5;6;0;0;0;0;0;0;0;54;272;14;2;0;19.43;4156
5049;1974;PhD;Together;30351.0;1;0;2013-06-06;19;14;0;24;3;3;2;1;3;0;2;9;0;0;0;0;0;0;0;51;46;6;1;0;7.67;4514
9973;1963;Graduation;Married;50437.0;0;2;2012-10-17;28;370;9;92;6;9;4;3;7;1;8;7;0;0;0;0;0;0;0;62;490;19;2;0;25.79;4746
7301;1982;2n Cycle;Single;23616.0;1;0;2012-11-17;76;4;22;11;3;7;32;2;3;0;3;8;0;0;0;0;0;0;1;43;79;8;1;1;9.88;4715
10882;1976;Graduation;Married;53858.0;0;1;2012-11-09;50;407;53;221;58;150;26;4;4;3;6;4;0;0;0;0;0;0;0;49;915;17;1;0;53.82;4723
7030;1955;PhD;Married;66465.0;0;1;2013-03-30;1;1200;0;204;38;29;14;3;11;9;12;6;0;0;0;1;0;0;0;70;1485;35;1;1;42.43;4582
7422;1987;Graduation;Single;46923.0;1;0;2012-08-22;90;85;44;54;102;78;6;3;5;1;7;7;0;0;0;0;0;0;0;38;369;16;1;0;23.06;4802
3523;1962;Graduation;Together;75072.0;0;1;2013-01-23;83;583;34;309;0;22;125;2;5;4;8;3;0;0;0;0;0;0;0;63;1073;19;1;0;56.47;4648
7106;1943;PhD;Married;75865.0;0;0;2014-03-31;73;483;0;591;156;0;12;1;3;5;10;1;0;0;0;0;0;0;0;82;1242;19;0;0;65.37;4216
6504;1975;2n Cycle;Together;19789.0;1;0;2013-11-20;24;2;5;9;28;6;28;3;2;1;3;5;1;0;0;0;0;0;0;50;78;9;1;1;8.67;4347
5067;1994;Graduation;Together;80134.0;0;0;2014-02-14;11;966;26;282;52;26;26;1;2;7;11;5;0;1;1;1;1;0;0;31;1378;21;0;4;65.62;4261
4216;1981;Graduation;Single;91065.0;0;0;2013-02-22;33;822;114;108;179;137;114;1;7;9;9;3;0;0;1;1;0;0;1;44;1474;26;0;3;56.69;4618
8581;1971;Master;Married;49505.0;1;1;2013-03-05;4;604;0;100;19;0;28;9;10;2;8;8;0;0;0;0;0;0;0;54;751;29;2;0;25.9;4607
5929;1973;PhD;Married;37401.0;1;0;2014-05-06;14;19;3;19;3;1;3;2;2;0;3;7;0;0;0;0;0;0;0;52;48;7;1;0;6.86;4180
3129;1983;Graduation;Married;30096.0;1;0;2014-05-22;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;0;42;45;6;1;0;7.5;4164
6528;1982;Master;Together;18492.0;1;0;2014-06-05;75;2;2;2;2;1;1;1;1;0;2;8;0;0;0;0;0;0;0;43;10;4;1;0;2.5;4150
1361;1974;Master;Married;82584.0;0;0;2013-06-04;26;1076;68;103;29;91;68;1;3;4;8;1;0;1;1;0;0;0;1;51;1435;16;0;3;89.69;4516
6932;1941;PhD;Married;93027.0;0;0;2013-04-13;77;1285;42;716;55;0;21;0;7;10;5;2;0;0;1;0;0;0;0;84;2119;22;0;1;96.32;4568
7284;1953;Graduation;Married;48686.0;1;2;2013-12-04;8;10;0;7;2;0;1;1;1;0;2;8;0;0;0;0;0;0;0;72;20;4;3;0;5.0;4333
1340;1986;Graduation;Married;92910.0;0;0;2014-04-24;42;551;137;792;179;103;33;1;6;7;13;1;0;1;1;1;0;0;0;39;1795;27;0;3;66.48;4192
8746;1989;Graduation;Married;75433.0;1;0;2014-04-05;28;800;0;297;0;34;57;2;2;5;10;6;0;1;0;1;0;0;0;36;1188;19;1;2;62.53;4211
5987;1989;2n Cycle;Together;10404.0;1;0;2014-05-04;52;2;2;11;10;6;12;2;1;0;4;5;0;0;0;0;0;0;0;36;43;7;1;0;6.14;4182
3767;1968;Graduation;Married;61314.0;0;1;2013-04-25;1;378;0;189;97;172;172;2;5;5;12;3;0;0;0;0;0;0;0;57;1008;24;1;0;42.0;4556
3725;1961;PhD;Single;84865.0;0;0;2013-05-09;1;1248;16;349;43;16;16;1;2;4;9;4;0;1;1;1;1;0;1;64;1688;16;0;5;105.5;4542
4324;1989;Graduation;Married;42387.0;1;0;2012-10-29;42;235;0;235;19;4;191;5;8;1;7;8;0;0;0;0;0;0;0;36;684;21;1;0;32.57;4734
238;1967;2n Cycle;Together;67309.0;1;1;2013-01-23;76;515;47;181;149;95;95;15;9;6;9;7;0;0;0;0;0;0;0;58;1082;39;2;0;27.74;4648
6694;1964;Graduation;Married;75236.0;0;1;2013-11-25;27;438;66;400;12;38;114;1;8;3;13;4;0;0;0;0;0;0;0;61;1068;25;1;0;42.72;4342
498;1970;Graduation;Single;30015.0;1;0;2014-02-02;28;25;0;22;2;3;5;2;1;0;4;5;0;0;0;0;0;0;0;55;57;7;1;0;8.14;4273
9347;1956;Master;Together;50943.0;0;1;2013-06-21;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;0;69;46;5;1;0;9.2;4499
9699;1966;Graduation;Divorced;67272.0;0;1;2013-12-21;12;357;35;271;28;28;14;3;6;2;12;5;0;0;0;0;0;0;0;59;733;23;1;0;31.87;4316
10664;1949;Master;Widow;51529.0;0;1;2013-09-07;14;400;4;35;6;0;22;2;9;1;5;8;0;0;0;0;0;0;0;76;467;17;1;0;27.47;4421
5455;1971;PhD;Married;32011.0;1;0;2013-08-22;89;99;0;15;2;1;5;3;2;1;4;7;0;0;0;0;0;0;0;54;122;10;1;0;12.2;4437
456;1986;2n Cycle;Married;7500.0;1;0;2013-02-07;96;1;11;5;4;6;9;2;2;0;3;8;0;0;0;0;0;0;0;39;36;7;1;0;5.14;4633
5012;1989;Graduation;Married;28691.0;1;0;2013-07-04;56;5;4;13;8;0;4;1;1;0;3;8;0;0;0;0;0;0;0;36;34;5;1;0;6.8;4486
7495;1948;PhD;Married;56223.0;0;1;2013-12-20;72;77;28;31;16;0;4;2;2;1;5;4;0;0;0;0;0;0;0;77;156;10;1;0;15.6;4317
5029;1946;Graduation;Married;18100.0;0;0;2013-08-06;14;3;1;2;4;3;1;1;0;0;3;5;0;0;0;0;0;0;0;79;14;4;0;0;3.5;4453
10642;1989;Graduation;Single;30279.0;1;0;2012-12-30;13;10;4;14;4;4;1;1;1;0;3;8;0;0;0;0;0;0;0;36;37;5;1;0;7.4;4672
2106;1974;2n Cycle;Married;20130.0;0;0;2014-03-17;99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;0;51;34;5;0;0;6.8;4230
10364;1959;Graduation;Divorced;23295.0;0;0;2013-07-13;72;0;0;1;2;12;5;1;1;0;2;8;0;0;0;0;0;0;0;66;20;4;0;0;5.0;4477
5954;1972;Master;Divorced;42618.0;1;0;2013-10-09;92;76;14;74;13;5;10;2;5;0;4;8;0;0;0;0;0;0;0;53;192;11;1;0;17.45;4389
1137;1964;Graduation;Single;81246.0;0;0;2013-12-29;87;398;190;537;61;156;37;1;4;5;7;1;1;0;0;1;0;0;0;61;1379;17;0;2;81.12;4308
2541;1976;Graduation;Married;24027.0;1;0;2013-06-09;7;14;7;11;11;0;5;2;2;0;3;8;0;0;0;0;0;0;0;49;48;7;1;0;6.86;4511
1142;1953;PhD;Married;55707.0;0;1;2013-12-22;91;208;7;82;30;66;35;2;3;2;9;3;0;0;0;0;0;0;0;72;428;16;1;0;26.75;4315
2276;1955;Graduation;Single;57959.0;0;1;2013-05-02;71;430;16;322;43;24;33;5;4;7;11;3;0;0;0;0;0;0;0;70;868;27;1;0;32.15;4549
2807;1969;Graduation;Married;56796.0;0;1;2013-02-16;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;0;0;56;1001;27;1;0;37.07;4624
6471;1971;Master;Single;36230.0;1;0;2013-10-17;17;14;2;30;8;2;3;1;2;0;4;5;0;0;0;0;0;0;0;54;59;7;1;0;8.43;4381
6131;1980;2n Cycle;Married;70829.0;1;1;2013-12-01;87;141;70;106;72;19;23;2;4;2;8;3;0;0;0;0;0;0;0;45;431;16;2;0;26.94;4336
6233;1976;Graduation;Married;65991.0;0;1;2012-09-07;21;507;19;364;25;47;9;3;9;5;10;7;0;0;0;0;0;0;0;49;971;27;1;0;35.96;4786
4148;1972;Graduation;Married;38988.0;1;2;2012-08-20;90;164;24;103;12;3;42;7;5;1;6;8;0;0;0;0;0;0;0;53;348;19;3;0;18.32;4804
4947;1966;2n Cycle;Single;89572.0;0;0;2012-09-15;44;606;24;974;197;194;64;1;7;7;9;4;0;1;0;1;0;0;1;59;2059;24;0;3;85.79;4778
3225;1984;Master;Married;42207.0;1;0;2013-04-01;71;116;11;72;3;17;46;4;4;1;5;6;1;0;0;0;0;0;1;41;265;14;1;2;18.93;4580
7540;1952;Graduation;Married;50300.0;0;1;2014-05-25;52;143;15;60;24;23;5;2;2;1;8;2;0;0;0;0;0;0;0;73;270;13;1;0;20.77;4161
10648;1982;2n Cycle;Together;66664.0;0;0;2012-09-25;78;398;96;447;220;96;32;1;5;7;6;3;0;0;0;0;0;0;0;43;1289;19;0;0;67.84;4768
1992;1964;Graduation;Married;60597.0;0;1;2014-01-01;2;522;0;257;32;16;66;4;2;2;8;7;0;0;0;1;0;0;1;61;893;16;1;2;55.81;4305
7851;1949;Graduation;Widow;70165.0;0;0;2013-09-22;60;161;0;253;199;191;122;1;3;7;11;1;0;0;0;0;0;0;0;76;926;22;0;0;42.09;4406
8594;1958;PhD;Widow;50520.0;0;1;2014-01-28;25;112;0;6;2;1;14;2;3;1;3;6;0;0;0;0;0;0;0;67;135;9;1;0;15.0;4278
7059;1963;Graduation;Married;80124.0;0;0;2014-06-26;47;483;84;398;205;84;241;1;3;7;8;1;1;0;0;0;0;0;0;62;1495;19;0;1;78.68;4129
2815;1975;Graduation;Married;33183.0;1;0;2014-02-24;46;7;5;39;17;15;37;2;4;0;3;7;0;0;0;0;0;0;0;50;120;9;1;0;13.33;4251
2416;1969;PhD;Single;66582.0;0;0;2014-03-03;83;789;25;420;16;38;0;1;2;8;9;1;0;0;0;0;0;0;0;56;1288;20;0;0;64.4;4244
7999;1955;PhD;Together;75261.0;0;0;2013-04-23;17;1239;17;413;23;34;17;1;5;6;5;2;0;1;1;0;0;0;1;70;1743;17;0;3;102.53;4558
9213;1970;Graduation;Widow;31880.0;1;0;2012-10-31;13;4;1;5;2;0;3;1;1;0;2;8;0;0;0;0;0;0;0;55;15;4;1;0;3.75;4732
9697;1951;Graduation;Married;53790.0;0;2;2014-03-06;86;335;42;127;28;5;5;3;7;2;8;6;0;0;0;0;0;0;0;74;542;20;2;0;27.1;4241
3916;1971;PhD;Together;49269.0;1;0;2012-08-15;92;639;8;166;11;8;58;3;7;3;12;7;0;0;0;0;0;0;0;54;890;25;1;0;35.6;4809
2021;1975;Graduation;Married;61456.0;0;1;2013-03-27;47;563;76;384;84;192;89;4;6;10;13;4;0;0;0;0;0;0;0;50;1388;33;1;0;42.06;4585
1581;1980;Graduation;Married;37406.0;1;0;2013-10-10;18;2;0;8;2;2;3;1;1;0;2;8;0;0;0;0;0;0;1;45;17;4;1;1;4.25;4388
564;1981;PhD;Together;56937.0;1;0;2012-08-04;81;746;8;125;11;8;8;7;8;6;9;6;0;1;0;0;0;0;1;44;906;30;1;2;30.2;4820
6619;1978;Graduation;Married;38415.0;1;1;2013-01-02;91;22;1;13;4;0;4;2;1;0;3;7;0;0;0;0;0;0;0;47;44;6;2;0;7.33;4669
9081;1988;Graduation;Single;20518.0;1;0;2014-05-18;58;4;1;6;4;1;9;1;1;1;2;5;0;0;0;0;0;0;0;37;25;5;1;0;5.0;4168
178;1956;Graduation;Married;62503.0;0;1;2013-02-18;40;478;0;193;110;75;117;4;8;3;11;5;0;0;0;0;0;0;0;69;973;26;1;0;37.42;4622
916;1972;PhD;Single;41644.0;1;1;2014-05-09;67;20;3;4;2;0;2;2;1;0;3;3;0;0;0;0;0;0;0;53;31;6;2;0;5.17;4177
5512;1977;Master;Married;55842.0;0;1;2014-05-23;19;451;0;39;0;4;24;1;7;1;8;5;0;0;0;0;0;0;0;48;518;17;1;0;30.47;4163
8970;1972;PhD;Married;62010.0;0;1;2012-10-23;93;371;22;39;6;0;92;4;6;2;7;5;0;0;0;0;0;0;0;53;530;19;1;0;27.89;4740
10581;1977;Graduation;Married;41124.0;1;0;2012-10-31;41;281;7;84;15;0;119;7;7;3;4;8;0;0;0;0;0;0;0;48;506;21;1;0;24.1;4732
5300;1973;Master;Married;38961.0;1;0;2013-12-30;60;19;7;19;0;1;24;1;2;1;2;7;0;0;0;0;0;0;0;52;70;6;1;0;11.67;4307
5154;1972;Master;Divorced;37760.0;1;0;2013-08-11;54;26;3;13;2;10;0;1;2;0;3;6;0;0;0;0;0;0;0;53;54;6;1;0;9.0;4448
8346;1974;Graduation;Single;32233.0;1;0;2012-08-19;26;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;0;1;51;296;12;1;2;24.67;4805
1676;1975;Graduation;Married;43057.0;0;1;2013-10-30;30;213;2;44;0;2;5;4;4;2;5;5;0;0;0;0;0;0;0;50;266;15;1;0;17.73;4368
9286;1960;Master;Together;83151.0;0;0;2012-10-10;93;407;28;100;120;74;18;1;5;9;4;3;0;0;0;0;0;0;0;65;747;19;0;0;39.32;4753
2426;1964;PhD;Divorced;78825.0;0;0;2012-09-14;35;483;74;114;169;37;18;1;5;10;13;3;0;0;0;0;0;0;1;61;895;29;0;1;30.86;4779
5172;1976;Master;Together;65104.0;0;1;2013-11-14;4;738;0;232;13;20;50;2;3;5;7;7;0;0;0;0;0;0;0;49;1053;17;1;0;61.94;4353
5562;1974;Graduation;Married;60093.0;0;1;2013-06-26;92;502;12;109;16;6;90;2;7;2;10;6;0;0;0;0;0;0;0;51;735;21;1;0;35.0;4494
3436;1969;Graduation;Married;14045.0;1;0;2014-01-26;24;11;0;5;2;1;1;1;1;0;3;7;0;0;0;0;0;0;0;56;20;5;1;0;4.0;4280
3921;1952;2n Cycle;Widow;28457.0;0;0;2012-10-28;96;24;1;108;29;29;14;1;4;1;4;8;0;0;0;0;0;0;0;73;205;10;0;0;20.5;4735
3403;1958;PhD;Together;78952.0;0;1;2012-09-24;11;1170;19;594;99;76;134;2;2;5;12;6;0;0;0;0;0;0;0;67;2092;21;1;0;99.62;4769
22;1976;Graduation;Divorced;46310.0;1;0;2012-12-03;99;185;2;88;15;5;14;2;6;1;5;8;0;0;0;0;0;0;0;49;309;14;1;0;22.07;4699
10965;1955;Graduation;Together;76005.0;0;0;2013-02-22;72;983;20;389;240;50;40;1;3;5;13;6;0;0;0;1;0;0;0;70;1722;22;0;1;78.27;4618
9426;1964;Master;Single;58308.0;0;1;2013-01-12;77;691;0;69;10;0;130;4;2;6;3;8;0;0;0;0;0;0;0;61;900;15;1;0;60.0;4659
6605;1944;PhD;Divorced;55614.0;0;0;2013-11-27;85;504;13;131;8;0;26;1;9;4;6;7;0;1;0;0;0;0;0;81;682;20;0;1;34.1;4340
3136;1962;Master;Divorced;59432.0;0;1;2013-04-13;88;317;25;265;25;19;12;3;5;3;11;5;0;0;0;0;0;0;0;63;663;22;1;0;30.14;4568
8737;1978;Graduation;Divorced;55563.0;0;1;2014-04-05;22;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;0;47;43;6;1;0;7.17;4211
11088;1971;PhD;Together;78642.0;0;1;2013-04-21;83;1396;0;322;46;35;17;1;4;9;4;6;0;0;0;0;0;0;0;54;1816;18;1;0;100.89;4560
716;1949;PhD;Together;67911.0;0;1;2014-05-22;63;529;0;356;63;28;0;3;6;7;11;3;0;0;0;0;0;0;0;76;976;27;1;0;36.15;4164
466;1944;Graduation;Married;65275.0;0;0;2013-04-03;9;388;14;218;91;14;21;1;4;3;13;2;0;0;0;0;0;0;0;81;746;21;0;0;35.52;4578
9135;1950;Graduation;Together;27203.0;1;1;2012-08-06;92;13;2;21;4;0;24;2;1;1;2;8;0;0;0;0;0;0;0;75;64;6;2;0;10.67;4818
10623;1961;Master;Together;48330.0;0;1;2013-11-15;2;28;0;4;0;0;0;1;1;0;3;5;0;0;0;0;0;0;0;64;32;5;1;0;6.4;4352
8151;1990;Basic;Married;24279.0;0;0;2012-12-29;6;16;36;21;20;62;108;1;4;1;3;8;0;0;0;0;0;0;0;35;263;9;0;0;29.22;4673
5140;1985;PhD;Married;64355.0;1;0;2012-08-24;66;1047;0;140;67;38;153;2;4;3;12;8;0;0;0;0;0;0;0;40;1445;21;1;0;68.81;4800
10160;1956;Master;Together;50943.0;0;1;2013-06-21;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;0;69;46;5;1;0;9.2;4499
4945;1953;Graduation;Widow;53653.0;0;0;2012-11-07;29;815;10;239;28;10;108;2;10;4;12;6;0;0;0;0;0;0;0;72;1210;28;0;0;43.21;4725
10584;1976;Graduation;Married;65665.0;0;1;2013-12-02;77;225;162;387;106;36;29;1;5;10;8;3;0;0;0;0;0;0;0;49;945;24;1;0;39.38;4335
6071;1989;Graduation;Single;81217.0;0;0;2013-07-19;77;493;70;324;146;40;84;1;3;7;11;1;0;0;0;0;0;0;0;36;1157;22;0;0;52.59;4471
3386;1992;Graduation;Married;34935.0;0;0;2013-06-21;71;34;4;66;3;10;20;1;2;1;4;7;0;0;0;0;0;0;0;33;137;8;0;0;17.12;4499
8939;1959;Graduation;Divorced;61250.0;0;1;2012-12-16;49;382;138;65;60;26;59;6;5;2;12;5;0;0;0;0;0;0;0;66;730;25;1;0;29.2;4686
9925;1981;PhD;Together;39665.0;1;0;2013-05-25;97;127;1;56;0;1;31;3;4;2;3;7;1;0;0;0;0;0;0;44;216;12;1;1;18.0;4526
4320;1979;Graduation;Single;60152.0;0;1;2013-03-28;6;325;83;300;86;58;91;1;6;4;12;3;0;0;0;0;0;0;0;46;943;23;1;0;41.0;4584
5389;1964;Graduation;Married;48920.0;0;2;2013-10-20;93;238;17;68;8;10;6;3;6;2;5;7;0;1;0;0;0;0;0;61;347;16;2;1;21.69;4378
6036;1959;Master;Together;89120.0;0;0;2014-03-17;78;1168;92;408;72;129;55;1;5;6;7;1;0;0;1;0;0;0;0;66;1924;19;0;1;101.26;4230
182;1946;PhD;Together;44124.0;0;1;2013-05-11;62;284;0;55;0;6;52;4;6;2;5;8;0;0;0;0;0;0;0;79;397;17;1;0;23.35;4540
203;1975;Master;Single;81169.0;0;0;2013-04-14;47;1288;20;613;80;61;27;1;5;7;9;2;0;0;0;0;0;0;0;50;2089;22;0;0;94.95;4567
11025;1961;Graduation;Married;36443.0;1;1;2013-02-03;9;65;0;46;4;3;20;4;3;1;3;8;0;0;0;0;0;0;0;64;138;11;2;0;12.55;4637
10203;1990;Graduation;Single;26095.0;1;0;2013-06-30;77;11;7;9;3;1;11;1;1;0;3;7;0;0;0;0;0;0;0;35;42;5;1;0;8.4;4490
4607;1959;Graduation;Together;71367.0;0;0;2013-08-23;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;0;66;777;17;0;0;45.71;4436
3711;1944;Master;Married;80184.0;0;0;2014-03-01;19;1035;134;670;25;38;0;1;6;3;10;3;0;0;1;1;0;0;0;81;1902;20;0;2;95.1;4246
3696;1965;Graduation;Divorced;30630.0;1;1;2014-01-27;67;27;1;12;2;0;10;2;2;0;3;7;0;0;0;0;0;0;0;60;52;7;2;0;7.43;4279
2532;1987;Master;Single;73454.0;0;0;2014-03-01;95;982;73;351;56;14;175;1;2;4;6;5;1;0;0;0;0;0;0;38;1651;13;0;1;127.0;4246
9214;1991;Graduation;Married;42691.0;0;0;2013-08-16;48;179;2;64;38;17;58;1;5;1;6;5;0;0;0;0;0;0;0;34;358;13;0;0;27.54;4443
4943;1953;Graduation;Married;70503.0;0;0;2012-09-30;73;1379;33;216;0;33;66;1;2;4;9;6;0;1;1;0;0;0;0;72;1727;16;0;2;107.94;4763
35;1987;Graduation;Married;25545.0;1;0;2012-09-08;35;32;1;64;16;12;85;3;2;2;3;6;0;0;0;0;0;0;1;38;210;10;1;1;21.0;4785
2258;1986;Graduation;Married;32880.0;1;0;2012-12-04;76;8;4;15;7;6;2;1;1;0;3;8;0;0;0;0;0;0;0;39;42;5;1;0;8.4;4698
4322;1958;PhD;Together;77863.0;0;0;2013-11-27;20;881;38;319;16;25;12;1;4;5;10;2;0;0;0;0;0;0;0;67;1291;20;0;0;64.55;4340
713;1977;Master;Married;50353.0;0;0;2014-06-08;72;141;15;153;67;31;35;1;4;4;6;3;0;0;0;0;0;0;0;48;442;15;0;0;29.47;4147
4702;1964;Graduation;Single;61839.0;0;0;2012-08-12;20;1000;155;379;224;17;120;1;4;8;4;8;0;0;0;0;0;0;0;61;1895;17;0;0;111.47;4812
3281;1960;PhD;Married;49154.0;1;1;2013-11-03;69;206;10;67;30;27;71;6;4;1;8;6;0;0;0;0;0;0;0;65;411;19;2;0;21.63;4364
702;1975;2n Cycle;Widow;47682.0;0;1;2013-02-15;80;162;61;83;97;57;61;4;4;3;8;5;0;0;0;0;0;0;0;50;521;19;1;0;27.42;4625
2004;1969;Graduation;Single;72679.0;0;1;2013-09-18;65;619;54;260;127;54;54;1;4;7;5;1;0;0;0;0;0;0;0;56;1168;17;1;0;68.71;4410
4769;1977;Master;Together;57954.0;1;1;2014-06-18;52;456;4;24;0;0;9;7;8;2;6;7;0;1;0;0;0;0;0;48;493;23;2;1;21.43;4137
4437;1962;Graduation;Married;65316.0;1;1;2013-04-24;65;112;6;92;3;9;38;2;3;2;5;4;0;0;0;0;0;0;0;63;260;12;2;0;21.67;4557
8724;1982;Graduation;Single;28567.0;1;0;2013-06-17;57;11;3;22;2;2;6;2;2;0;3;6;0;0;0;0;0;0;0;43;46;7;1;0;6.57;4503
10741;1951;Master;Together;47352.0;0;1;2013-04-11;70;172;12;112;8;0;15;4;6;1;5;7;0;0;0;0;0;0;0;74;319;16;1;0;19.94;4570
1991;1967;Graduation;Together;44931.0;0;1;2014-01-18;0;78;0;11;0;0;7;1;2;1;3;5;0;0;0;0;0;0;0;58;96;7;1;0;13.71;4288
6931;1967;Graduation;Divorced;76982.0;0;0;2014-02-15;19;464;151;292;65;60;30;1;8;3;4;4;0;0;1;0;0;0;1;58;1062;16;0;2;66.38;4260
11096;1952;2n Cycle;Together;57247.0;0;1;2013-08-08;50;99;4;32;37;54;6;2;2;1;7;2;0;0;0;0;0;0;0;73;232;12;1;0;19.33;4451
304;1981;Master;Single;22944.0;1;0;2013-12-23;67;19;3;19;4;5;26;3;3;0;3;7;0;0;0;0;0;0;0;44;76;9;1;0;8.44;4314
3665;1977;2n Cycle;Together;25315.0;1;0;2013-11-07;46;1;9;8;11;3;22;3;3;0;3;8;0;0;0;0;0;0;0;48;54;9;1;0;6.0;4360
10591;1969;Graduation;Widow;43638.0;0;1;2012-08-06;37;63;10;83;7;19;19;2;4;1;4;7;0;0;0;0;0;0;0;56;201;11;1;0;18.27;4818
5036;1984;PhD;Single;42710.0;1;0;2012-11-28;38;252;3;42;4;3;102;2;4;5;3;6;0;0;0;0;0;0;0;41;406;14;1;0;29.0;4704
5547;1982;PhD;Married;84169.0;0;0;2013-08-07;9;1478;19;403;0;19;0;1;7;6;6;3;0;1;1;0;0;0;1;43;1919;20;0;3;95.95;4452
7822;1976;Graduation;Together;54058.0;0;1;2013-06-04;56;198;18;252;32;108;54;2;4;6;8;3;0;0;0;0;0;0;0;49;662;20;1;0;33.1;4516
8541;1990;2n Cycle;Married;24683.0;1;0;2014-03-08;98;8;4;10;6;7;6;2;2;0;4;5;0;0;0;0;0;0;0;35;41;8;1;0;5.12;4239
10955;1964;Graduation;Widow;85620.0;0;0;2014-01-07;68;416;46;925;60;107;46;1;3;6;4;1;0;0;0;0;0;0;1;61;1600;14;0;1;114.29;4299
4368;1980;Graduation;Married;47850.0;1;0;2013-12-03;72;42;7;43;20;12;10;1;3;0;4;6;0;0;0;0;0;0;0;45;134;8;1;0;16.75;4334
9671;1968;Graduation;Married;19514.0;1;1;2014-01-26;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;0;1;57;69;10;2;2;6.9;4280
2256;1973;Master;Married;27159.0;1;1;2014-03-29;33;17;0;3;0;0;1;2;1;0;3;6;0;0;0;0;0;0;0;52;21;6;2;0;3.5;4218
4279;1963;2n Cycle;Single;39548.0;1;1;2014-03-31;87;15;4;10;3;4;18;2;1;1;3;3;0;0;0;0;0;0;0;62;54;7;2;0;7.71;4216
5371;1989;Graduation;Single;21474.0;1;0;2014-04-08;0;6;16;24;11;0;34;2;3;1;2;7;1;0;0;0;0;0;1;36;91;8;1;2;11.38;4208
9240;1971;PhD;Single;60504.0;0;1;2014-02-07;73;458;0;24;6;4;34;2;6;2;8;6;0;0;0;0;0;0;0;54;526;18;1;0;29.22;4268
9460;1963;Graduation;Married;22419.0;0;0;2013-04-18;74;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;0;0;62;162;8;0;0;20.25;4563
9504;1949;Master;Married;81698.0;0;0;2013-11-06;4;179;28;520;111;123;47;1;3;8;13;1;0;0;0;0;0;0;1;76;1008;25;0;1;40.32;4361
8692;1952;Graduation;Together;43462.0;1;1;2012-09-12;50;90;17;97;15;6;15;6;4;1;5;8;0;0;0;0;0;0;0;73;240;16;2;0;15.0;4781
448;1978;PhD;Single;54880.0;1;0;2013-03-01;57;308;85;137;102;45;118;2;6;2;11;5;0;0;0;0;0;0;0;47;795;21;1;0;37.86;4611
8314;1982;Graduation;Married;79908.0;0;0;2013-04-05;30;557;129;761;29;185;111;1;5;6;7;2;0;0;1;0;0;0;0;43;1772;19;0;1;93.26;4576
8420;1970;2n Cycle;Married;15315.0;0;0;2013-08-03;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;0;55;64;8;0;0;8.0;4456
3174;1959;Graduation;Together;87771.0;0;1;2013-05-22;61;1492;38;287;50;57;33;1;5;10;4;6;0;1;1;1;1;0;1;66;1957;20;1;5;97.85;4529
7685;1978;Graduation;Married;33039.0;1;0;2013-09-09;4;30;8;12;8;8;12;1;2;0;4;5;0;0;0;0;0;0;0;47;78;7;1;0;11.14;4419
3179;1980;Graduation;Single;81741.0;0;0;2013-06-16;75;249;153;940;58;134;38;0;6;6;7;2;0;0;0;0;0;0;0;45;1572;19;0;0;82.74;4504
9780;1971;Master;Together;71499.0;0;1;2013-06-25;12;465;25;132;136;0;37;2;8;3;13;4;0;0;0;0;0;0;0;54;795;26;1;0;30.58;4495
10681;1970;2n Cycle;Married;62466.0;0;1;2014-01-15;13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;0;55;889;26;1;0;34.19;4291
10232;1963;PhD;Divorced;48799.0;0;1;2013-11-05;9;174;18;81;28;6;24;3;3;2;7;3;0;0;0;0;0;0;0;62;331;15;1;0;22.07;4362
4184;1950;PhD;Together;52157.0;0;1;2014-06-07;48;189;2;29;3;2;40;2;3;2;5;4;0;0;0;0;0;0;0;75;265;12;1;0;22.08;4148
9120;1962;Graduation;Single;66565.0;0;1;2012-12-05;80;747;10;161;65;40;42;4;4;2;9;8;0;0;0;0;0;0;0;63;1065;19;1;0;56.05;4697
